,addExpiresOrCacheControlHeaders,compressHttp,domainsNumber,dontResizeImageInBrowser,emptySrcTag,externalizeCss,externalizeJs,httpError,httpRequests,jsValidate,maxCookiesLength,minifiedJs,noRedirect,plugins,printStyleSheet,socialNetworkButton,styleSheets,useETags,useStandardTypefaces,viewport,serverResponseTime,mainthreadWorkBreakdown,bootupTime,fontDisplay,thirdPartySummary,thirdPartyFacades,lcpLazyLoaded,longTasks,nonCompositedAnimations,domSize,usesLongCacheTtl,usesResponsiveImages,offscreenImages,unusedCssRules,unusedJavascript,usesOptimizedImages,modernImageFormats,usesTextCompression,usesHttp2,efficientAnimatedContent,legacyJavascript,totalByteWeight,noDocumentWrite,layoutShiftElements,usesPassiveEventListeners,classe_nbRequest,classe_responsesSize,classe_domSize,classe_largestContentfulPaint,classe_cumulativeLayoutShift,classe_firstContentfulPaint,classe_speedIndex,classe_totalBlockingTime,classe_interactive,RandomNumber
70,0,75,0,0,0,100,0,100,35,0,100,0,100,100,0,100,20,50,0,100,100,0.0,11.0,0,0,0,100,0,0,61.0,0.0,12.0,0.0,88.0,2.0,46.0,0.0,48.0,66.0,100.0,100.0,0.0,0,0,0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,65.0
71,50,75,0,35,100,50,0,50,35,0,100,0,0,100,0,100,35,0,0,100,0,1.0,19.0,0,0,0,100,0,0,0.0,75.0,0.0,44.0,27.0,0.0,100.0,0.0,100.0,100.0,100.0,87.0,0.0,100,0,100,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,77.0
72,100,75,65,0,100,0,0,100,35,0,100,20,75,100,0,100,100,50,0,100,100,0.0,8.0,0,0,0,100,0,0,0.0,13.0,44.0,0.0,42.0,0.0,87.0,15.0,100.0,100.0,100.0,100.0,7.000000000000001,0,0,0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,25.0
73,0,0,75,100,100,50,0,100,75,0,100,0,100,100,0,100,75,75,0,100,0,19.0,71.0,0,100,0,100,0,0,25.0,54.0,86.0,100.0,43.0,26.0,75.0,0.0,100.0,48.0,100.0,100.0,7.000000000000001,100,0,0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,18.0
74,0,65,0,0,100,0,0,0,0,0,100,0,0,100,0,100,0,75,0,100,100,100.0,100.0,100,0,0,0,0,0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,58.0
75,0,0,0,0,100,50,0,100,35,0,100,35,35,100,0,100,35,0,100,100,0,3.0,18.0,0,0,0,100,0,0,0.0,0.0,87.0,66.0,48.0,7.000000000000001,0.0,0.0,100.0,100.0,100.0,87.0,0.0,100,0,0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,98.0
76,0,75,100,100,100,75,100,50,100,0,100,0,100,100,0,100,100,0,100,100,0,95.0,99.0,100,100,0,0,0,0,100.0,5.0,56.99999999999999,48.0,40.0,32.0,100.0,23.0,22.0,30.0,100.0,100.0,99.0,0,0,100,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,60.0
77,0,75,0,100,100,100,0,50,35,0,100,35,0,100,0,100,65,0,0,100,100,92.0,97.0,0,100,0,0,0,0,63.0,47.0,100.0,100.0,86.0,46.0,74.0,48.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,94.0
78,50,75,0,0,100,0,0,100,20,0,100,0,100,100,0,100,0,0,0,100,0,28.000000000000004,95.0,0,100,0,100,0,0,90.0,10.0,67.0,100.0,100.0,100.0,43.0,23.0,100.0,100.0,100.0,100.0,100.0,100,0,0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,71.0
79,0,0,35,0,100,50,0,0,35,0,100,0,75,100,0,100,0,50,0,100,100,0.0,20.0,0,0,0,0,0,0,1.0,28.999999999999996,86.0,100.0,97.0,24.0,0.0,0.0,100.0,100.0,100.0,86.0,0.0,0,0,0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,100.0
80,20,75,0,0,100,0,0,0,0,0,100,0,0,100,0,0,20,0,100,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,80.0
81,0,0,100,100,100,100,75,100,100,0,100,100,75,100,0,100,100,0,100,100,0,92.0,99.0,0,100,0,100,0,0,100.0,0.0,100.0,100.0,79.0,39.0,25.0,0.0,36.0,39.0,100.0,100.0,69.0,100,0,0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,18.0
82,0,0,100,100,100,100,100,50,100,0,100,0,100,100,0,100,100,0,100,100,100,0.0,4.0,100,0,0,100,0,0,20.0,5.0,100.0,100.0,38.0,0.0,100.0,100.0,100.0,59.0,100.0,66.0,74.0,0,0,100,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,30.0
83,0,75,0,0,100,0,0,100,20,0,100,0,0,100,0,100,0,0,0,100,100,90.0,99.0,0,100,0,100,0,0,100.0,1.0,83.0,42.0,0.0,25.0,100.0,27.0,0.0,8.0,100.0,83.0,81.0,100,0,0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,58.0
84,75,75,0,0,100,0,0,100,35,0,100,0,0,100,0,100,20,0,0,100,100,35.0,65.0,0,0,0,100,0,0,76.0,10.0,13.0,100.0,40.0,30.0,100.0,9.0,67.0,100.0,100.0,100.0,61.0,100,0,0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,30.0
85,0,75,75,100,100,75,0,0,35,0,100,0,75,100,0,100,50,75,100,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,47.0
86,50,0,0,0,100,0,0,100,20,0,100,0,0,100,0,35,0,0,0,100,100,85.0,90.0,0,100,0,100,0,0,100.0,79.0,100.0,100.0,100.0,78.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,37.0
87,75,75,0,0,100,0,0,50,50,0,100,0,35,100,0,100,35,0,0,0,100,87.0,99.0,100,100,0,100,0,0,99.0,5.0,100.0,41.0,100.0,67.0,100.0,45.0,100.0,100.0,100.0,100.0,100.0,0,0,100,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,57.0
88,75,65,0,0,100,50,0,100,35,0,100,35,75,100,0,100,65,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,27.0
89,0,75,100,100,100,50,0,100,100,0,100,0,100,100,0,100,100,100,0,100,0,76.0,89.0,0,0,0,0,0,0,56.99999999999999,96.0,100.0,100.0,100.0,34.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0,100,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0
90,100,75,75,0,100,0,50,100,75,0,100,0,100,100,0,100,35,50,0,100,100,24.0,100.0,100,100,0,100,0,0,99.0,0.0,0.0,60.0,100.0,100.0,27.0,0.0,100.0,0.0,0.0,100.0,0.0,100,0,100,1.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,74.0
91,0,75,100,100,100,100,75,100,100,0,100,100,100,100,0,100,100,0,100,100,100,10.0,38.0,0,0,0,100,0,0,46.0,3.0,100.0,100.0,0.0,11.0,100.0,100.0,39.0,100.0,100.0,87.0,63.0,100,0,100,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,46.0
92,0,75,35,0,100,20,0,100,50,0,100,0,75,100,0,100,50,50,0,100,100,74.0,89.0,100,100,0,100,0,0,93.0,57.99999999999999,100.0,100.0,88.0,67.0,75.0,38.0,100.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,88.0
93,100,75,75,100,100,100,50,100,100,0,100,100,100,100,0,100,100,100,100,100,100,100.0,100.0,100,100,0,0,0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,17.0
94,0,0,0,100,100,50,0,0,35,0,100,0,0,100,0,100,65,0,0,100,100,100.0,99.0,100,100,0,0,0,0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,62.0
95,100,75,100,100,0,75,100,100,100,100,100,0,100,100,0,100,100,0,100,100,100,99.0,97.0,100,0,0,0,0,0,100.0,100.0,100.0,100.0,100.0,43.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,18.0
96,75,65,0,0,100,50,0,100,20,0,100,0,0,100,0,100,20,0,0,100,100,8.0,27.0,100,0,0,100,0,0,80.0,54.0,100.0,45.0,100.0,41.0,100.0,75.0,100.0,100.0,100.0,100.0,99.0,100,0,0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,63.0
97,100,75,75,0,100,0,100,100,50,0,100,100,75,100,0,100,100,100,100,100,0,100.0,100.0,0,0,0,100,0,0,100.0,47.0,100.0,100.0,100.0,100.0,88.0,67.0,100.0,67.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,48.0
98,0,0,0,35,100,0,50,100,35,0,100,0,35,100,0,100,0,50,0,0,100,100.0,100.0,100,0,0,0,0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,35.0
99,100,75,50,100,100,0,0,100,35,0,100,100,75,100,0,100,100,100,0,100,100,86.0,95.0,0,0,0,0,0,0,100.0,85.0,100.0,100.0,37.0,56.99999999999999,100.0,100.0,30.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,76.0
100,100,75,35,100,100,0,0,100,35,0,100,100,75,100,0,100,100,100,0,100,100,73.0,86.0,100,100,0,0,0,0,52.0,43.0,56.00000000000001,100.0,65.0,40.0,100.0,36.0,65.0,100.0,100.0,87.0,96.0,100,0,0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,96.0
101,75,75,0,35,0,0,0,0,35,0,100,0,75,100,0,100,0,50,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,9.0
102,0,75,0,20,0,75,100,100,75,50,100,0,100,100,0,100,75,100,100,100,0,10.0,41.0,0,0,0,0,0,0,88.0,17.0,100.0,100.0,57.99999999999999,24.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,100,0,0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,94.0
103,0,75,75,100,100,100,75,100,100,0,100,100,75,100,0,100,100,0,100,100,100,13.0,50.0,0,0,0,0,0,0,95.0,4.0,23.0,100.0,67.0,19.0,88.0,0.0,74.0,74.0,100.0,100.0,42.0,100,0,100,1.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,60.0
104,0,65,0,0,100,20,0,100,35,0,100,0,0,100,0,100,65,0,0,100,100,15.0,99.0,100,100,0,100,0,0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100,0,100,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,46.0
105,100,75,0,100,100,0,0,100,20,0,100,100,0,100,0,100,100,50,0,100,100,99.0,100.0,0,100,0,100,0,0,100.0,100.0,100.0,88.0,100.0,100.0,25.0,11.0,100.0,48.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,96.0
106,20,75,0,100,100,0,0,100,20,0,100,0,0,100,0,35,0,0,0,100,100,99.0,99.0,100,100,0,0,0,0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,70.0
107,20,65,0,0,100,75,0,100,35,0,100,0,35,100,0,100,35,0,0,100,0,5.0,51.0,0,0,0,100,0,0,83.0,0.0,0.0,45.0,32.0,0.0,4.0,0.0,3.0,19.0,100.0,86.0,2.0,100,0,0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,50.0
108,0,0,0,0,0,0,0,50,0,0,100,0,100,100,100,20,0,0,0,100,100,87.0,100.0,0,0,0,100,0,0,100.0,6.0,18.0,51.0,73.0,41.0,0.0,0.0,22.0,28.999999999999996,100.0,100.0,92.0,100,0,0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
109,0,75,20,100,100,20,75,100,75,0,100,100,100,100,0,100,75,0,0,100,100,92.0,100.0,0,100,0,100,0,0,100.0,1.0,30.0,100.0,64.0,100.0,22.0,13.0,100.0,32.0,100.0,100.0,100.0,100,0,0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,17.0
110,0,75,20,0,100,0,0,100,0,0,100,0,35,100,0,100,0,0,0,0,100,50.0,51.0,100,0,0,100,0,0,100.0,2.0,100.0,100.0,50.0,18.0,100.0,48.0,6.0,53.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,24.0
111,0,75,65,0,100,100,20,100,35,0,100,0,75,100,0,100,75,50,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,60.0
112,35,75,65,0,100,0,0,100,20,0,100,0,75,100,0,100,0,0,100,100,100,15.0,91.0,0,100,0,100,0,0,14.000000000000002,46.0,42.0,100.0,35.0,36.0,0.0,0.0,8.0,14.000000000000002,100.0,100.0,14.000000000000002,100,0,0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,16.0
113,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,20,0,0,100,100,0,0.0,5.0,0,0,0,100,0,0,15.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100,0,0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,64.0
114,0,0,100,100,100,100,75,100,100,0,100,0,75,100,0,100,100,0,100,100,0,11.0,65.0,0,100,0,100,0,0,46.0,0.0,0.0,76.0,59.0,31.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100,0,0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0
115,75,0,35,0,100,75,0,100,35,0,100,0,100,100,100,100,35,75,100,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,56.0
116,50,0,75,0,100,0,0,100,35,0,100,0,100,100,100,100,0,0,0,100,100,50.0,98.0,0,100,0,100,0,0,91.0,4.0,0.0,100.0,100.0,74.0,0.0,0.0,100.0,100.0,100.0,100.0,16.0,100,0,0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,62.0
117,0,0,35,0,100,50,20,50,35,0,100,0,100,100,0,100,0,0,0,0,0,4.0,30.0,0,0,0,0,0,0,83.0,5.0,43.0,100.0,100.0,32.0,43.0,25.0,76.0,49.0,100.0,100.0,99.0,0,0,0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0
118,0,65,0,100,100,0,0,100,20,0,100,35,0,100,0,100,35,0,0,100,100,73.0,97.0,0,100,0,100,0,0,20.0,23.0,100.0,100.0,47.0,48.0,100.0,100.0,100.0,100.0,49.0,100.0,100.0,100,0,100,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,77.0
119,0,65,0,0,100,0,0,50,20,0,100,0,0,100,0,100,0,0,0,100,100,18.0,42.0,0,0,0,100,0,0,99.0,11.0,100.0,100.0,100.0,10.0,38.0,0.0,100.0,100.0,100.0,87.0,36.0,100,0,100,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,92.0
120,0,20,0,35,100,75,0,0,35,0,100,0,0,100,0,100,35,0,0,100,100,73.0,79.0,0,0,0,100,0,0,100.0,17.0,28.000000000000004,100.0,100.0,46.0,100.0,43.0,62.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,78.0
121,0,75,100,100,100,100,75,100,75,0,100,0,100,100,100,100,35,100,100,0,100,100.0,100.0,100,0,0,0,0,0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,88.0,100.0,74.0,100.0,100.0,100.0,100,0,100,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0
122,75,65,0,20,100,0,0,0,20,0,100,0,0,100,0,35,0,0,0,100,100,66.0,96.0,0,100,0,0,0,0,100.0,1.0,17.0,100.0,57.99999999999999,100.0,10.0,0.0,100.0,100.0,100.0,100.0,99.0,0,0,0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,28.0
123,0,75,0,0,100,0,0,100,0,0,100,0,35,100,0,100,0,50,0,100,100,5.0,30.0,100,0,0,100,0,0,0.0,20.0,48.0,67.0,67.0,24.0,100.0,67.0,100.0,100.0,100.0,100.0,96.0,100,0,0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,67.0
124,75,75,0,20,100,0,0,50,20,0,100,100,100,100,0,100,0,0,0,100,100,95.0,97.0,0,100,0,100,0,0,86.0,28.000000000000004,100.0,100.0,75.0,42.0,88.0,41.0,100.0,100.0,100.0,88.0,100.0,100,0,100,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,13.0
125,0,75,65,20,100,100,50,100,35,0,100,0,75,100,0,100,0,0,0,0,100,100.0,100.0,100,0,0,0,0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,90.0
126,75,75,0,0,100,0,0,0,35,0,100,0,100,100,0,100,0,50,0,100,0,5.0,32.0,0,0,0,0,0,0,2.0,36.0,88.0,41.0,41.0,25.0,100.0,42.0,100.0,100.0,100.0,100.0,94.0,0,0,100,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,79.0
127,0,75,0,35,100,0,0,100,35,0,100,0,100,100,0,100,20,0,100,100,100,10.0,26.0,0,0,0,0,0,0,100.0,14.000000000000002,100.0,57.99999999999999,88.0,31.0,100.0,88.0,100.0,50.0,100.0,100.0,100.0,100,0,0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,51.0
128,0,75,0,35,100,50,0,100,20,0,100,35,0,100,0,100,65,0,0,100,0,2.0,34.0,0,0,0,100,0,0,82.0,3.0,0.0,100.0,16.0,13.0,100.0,0.0,100.0,100.0,100.0,69.0,0.0,100,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,54.0
129,50,75,0,0,100,50,0,0,20,0,100,0,0,100,0,100,20,0,0,100,100,71.0,92.0,0,100,0,100,0,0,90.0,2.0,0.0,100.0,52.0,36.0,81.0,0.0,100.0,100.0,100.0,100.0,0.0,100,0,100,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,14.0
130,100,75,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,100,100,100,100,72.0,97.0,0,100,0,100,0,0,92.0,36.0,100.0,100.0,100.0,47.0,79.0,50.0,79.0,33.0,100.0,100.0,100.0,100,0,100,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100.0
131,75,65,0,0,100,0,0,100,35,0,100,0,75,100,100,100,35,0,0,100,100,71.0,91.0,0,0,0,100,0,0,97.0,56.99999999999999,100.0,100.0,100.0,52.0,100.0,99.0,96.0,100.0,100.0,100.0,100.0,100,0,0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,98.0
132,0,75,0,0,100,0,0,100,0,0,100,0,0,100,0,35,0,0,0,100,100,35.0,71.0,0,0,0,100,0,0,90.0,20.0,100.0,34.0,49.0,28.999999999999996,45.0,0.0,87.0,100.0,100.0,87.0,84.0,100,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,25.0
133,0,65,0,0,100,0,0,100,20,0,100,0,100,100,0,35,0,0,0,100,100,2.0,19.0,0,0,0,100,0,0,89.0,19.0,88.0,56.99999999999999,62.0,32.0,100.0,72.0,100.0,93.0,100.0,93.0,97.0,0,0,0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,89.0
134,75,75,0,0,100,0,0,100,35,0,100,35,100,100,0,100,65,0,0,100,100,0.0,100.0,0,100,0,100,0,0,56.00000000000001,41.0,48.0,100.0,87.0,46.0,100.0,87.0,100.0,100.0,100.0,100.0,99.0,100,0,100,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,61.0
135,50,75,0,20,100,0,0,100,35,0,100,100,100,100,0,100,65,0,0,100,100,0.0,0.0,0,0,0,100,0,0,0.0,0.0,0.0,0.0,48.0,0.0,2.0,0.0,100.0,97.0,100.0,100.0,0.0,0,0,0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,47.0
136,0,75,0,20,100,50,0,100,50,0,100,35,100,100,0,100,100,0,0,100,100,5.0,40.0,0,0,0,100,0,0,39.0,50.0,100.0,9.0,45.0,27.0,0.0,0.0,100.0,100.0,100.0,87.0,0.0,100,0,0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,66.0
137,50,75,0,0,100,0,0,100,35,0,100,0,100,100,0,100,0,0,0,100,0,24.0,56.99999999999999,100,100,0,100,0,0,12.0,6.0,44.0,100.0,100.0,34.0,87.0,0.0,92.0,100.0,100.0,100.0,56.00000000000001,0,0,0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,43.0
138,0,75,100,100,100,100,50,50,100,0,100,0,100,100,0,100,100,0,100,100,100,63.0,97.0,100,100,0,100,0,0,39.0,96.0,100.0,100.0,100.0,66.0,73.0,49.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,9.0
139,0,0,0,0,100,0,0,100,20,0,100,0,35,100,0,100,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,100.0
140,100,75,20,100,100,0,0,100,20,0,100,100,100,100,0,100,75,75,0,100,0,56.99999999999999,87.0,0,100,0,0,0,0,98.0,43.0,100.0,100.0,73.0,40.0,63.0,35.0,100.0,100.0,100.0,100.0,99.0,100,0,100,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,37.0
141,50,75,0,0,100,0,0,100,35,0,100,0,100,100,0,100,65,0,0,100,100,64.0,98.0,0,100,0,0,0,0,96.0,95.0,75.0,100.0,59.0,48.0,100.0,88.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,25.0
142,50,75,0,0,100,0,0,100,20,0,100,100,0,100,0,100,20,0,0,100,0,10.0,31.0,0,0,0,100,0,0,86.0,77.0,100.0,100.0,75.0,50.0,100.0,88.0,100.0,100.0,100.0,100.0,100.0,0,0,100,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,37.0
143,100,75,20,35,100,0,0,100,35,0,100,0,100,100,0,100,0,0,0,100,100,82.0,93.0,0,100,0,100,0,0,80.0,49.0,100.0,100.0,100.0,37.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,94.0
144,75,75,0,0,100,0,0,0,0,0,100,0,100,100,0,0,35,0,0,100,100,99.0,100.0,100,100,0,100,0,0,36.0,100.0,100.0,100.0,100.0,100.0,100.0,36.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,71.0
145,75,75,0,0,100,0,0,100,20,0,100,0,0,100,0,35,0,0,0,100,100,100.0,100.0,100,0,0,0,0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0
146,0,75,100,100,100,75,75,100,100,50,100,0,100,100,0,100,100,0,100,100,100,22.0,86.0,100,100,0,0,0,0,4.0,48.0,48.0,100.0,88.0,17.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,32.0
147,50,75,0,0,100,0,0,100,20,0,100,0,75,100,0,100,50,50,0,100,100,66.0,85.0,0,0,0,100,0,0,100.0,24.0,0.0,100.0,67.0,41.0,100.0,4.0,100.0,100.0,100.0,100.0,55.00000000000001,100,0,0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,10.0
148,100,75,50,0,100,0,0,100,20,0,100,0,100,100,100,100,0,75,0,100,100,22.0,67.0,0,0,0,100,0,0,95.0,0.0,0.0,79.0,88.0,9.0,0.0,0.0,100.0,92.0,100.0,100.0,0.0,0,0,100,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,47.0
149,0,75,65,100,100,50,75,100,100,0,100,100,75,100,0,100,100,0,100,100,100,21.0,53.0,0,0,0,100,0,0,100.0,33.0,100.0,100.0,100.0,44.0,64.0,34.0,73.0,100.0,100.0,100.0,94.0,100,0,0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,72.0
150,0,65,100,100,100,100,100,50,100,50,100,100,100,100,0,100,100,0,100,100,100,82.0,88.0,0,100,0,0,0,0,100.0,42.0,57.99999999999999,100.0,74.0,25.0,100.0,48.0,100.0,100.0,100.0,88.0,100.0,100,0,0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,18.0
151,20,20,0,100,100,0,0,100,0,0,100,0,0,100,0,20,0,0,0,100,100,99.0,98.0,100,100,0,0,0,0,100.0,100.0,100.0,100.0,100.0,41.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,44.0
