,addExpiresOrCacheControlHeaders,compressHttp,domainsNumber,dontResizeImageInBrowser,emptySrcTag,externalizeCss,externalizeJs,httpError,httpRequests,jsValidate,maxCookiesLength,minifiedJs,noRedirect,plugins,printStyleSheet,socialNetworkButton,styleSheets,useETags,useStandardTypefaces,viewport,serverResponseTime,mainthreadWorkBreakdown,bootupTime,fontDisplay,thirdPartySummary,thirdPartyFacades,lcpLazyLoaded,longTasks,nonCompositedAnimations,domSize,usesLongCacheTtl,usesResponsiveImages,offscreenImages,unusedCssRules,unusedJavascript,usesOptimizedImages,modernImageFormats,usesTextCompression,usesHttp2,efficientAnimatedContent,legacyJavascript,totalByteWeight,noDocumentWrite,layoutShiftElements,usesPassiveEventListeners,classe_nbRequest,classe_responsesSize,classe_domSize,classe_largestContentfulPaint,classe_cumulativeLayoutShift,classe_firstContentfulPaint,classe_speedIndex,classe_totalBlockingTime,classe_interactive,RandomNumber
152,75,75,0,0,100,0,0,0,20,0,100,0,100,100,0,35,0,50,0,100,100,71.0,91.0,100,100,0,100,0,0,93.0,48.0,100.0,100.0,88.0,32.0,100.0,100.0,100.0,100.0,100.0,88.0,100.0,100,0,100,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,81.0
153,75,75,0,0,100,0,0,0,0,0,100,0,75,100,0,35,0,0,0,100,100,46.0,87.0,0,100,0,100,0,0,94.0,51.0,39.0,100.0,62.0,9.0,34.0,0.0,71.0,14.000000000000002,100.0,100.0,81.0,100,0,0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,11.0
154,100,75,0,0,100,0,0,0,20,0,100,0,100,100,0,100,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,34.0
155,75,75,0,0,100,0,0,100,20,0,100,0,35,100,100,100,0,0,0,100,100,72.0,100.0,0,100,0,100,0,0,99.0,0.0,0.0,71.0,71.0,62.0,19.0,0.0,100.0,100.0,100.0,100.0,0.0,100,0,100,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,91.0
156,75,75,0,35,100,0,0,100,35,0,100,0,100,100,0,100,20,0,0,100,100,3.0,37.0,0,0,0,100,0,0,84.0,0.0,28.000000000000004,0.0,44.0,35.0,0.0,0.0,100.0,100.0,100.0,100.0,2.0,100,0,0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,54.0
157,75,75,0,0,100,20,0,100,35,0,100,0,100,100,0,100,35,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,18.0
158,75,75,0,100,100,0,0,0,0,0,100,0,0,100,0,20,35,50,0,100,100,99.0,99.0,100,100,0,0,0,0,100.0,100.0,100.0,100.0,100.0,67.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,90.0
159,50,75,0,0,100,0,0,100,20,0,100,0,100,100,0,100,0,0,0,100,100,51.0,83.0,100,100,0,100,0,0,95.0,25.0,32.0,100.0,100.0,38.0,62.0,36.0,100.0,100.0,100.0,100.0,98.0,0,0,100,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,82.0
160,100,75,35,0,100,0,0,100,65,0,100,100,100,100,0,100,75,0,100,100,100,73.0,89.0,100,100,0,0,0,0,86.0,46.0,44.0,100.0,74.0,50.0,87.0,46.0,100.0,100.0,100.0,100.0,98.0,100,0,100,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,52.0
161,50,75,0,0,100,0,0,100,35,0,100,100,100,100,0,100,35,0,0,100,100,37.0,59.0,0,0,0,100,0,0,69.0,35.0,100.0,100.0,100.0,47.0,78.0,78.0,100.0,100.0,100.0,100.0,100.0,0,0,100,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,83.0
162,75,75,50,0,100,50,75,0,35,0,100,0,100,100,0,100,35,0,0,100,100,17.0,51.0,0,0,0,0,0,0,81.0,17.0,100.0,100.0,100.0,16.0,100.0,57.99999999999999,74.0,100.0,100.0,100.0,100.0,100,0,0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,18.0
163,20,65,0,0,100,0,0,100,35,0,100,20,35,100,0,100,35,0,0,100,100,0.0,100.0,0,100,0,100,0,0,89.0,48.0,36.0,100.0,100.0,50.0,100.0,39.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,62.0
164,100,75,100,100,100,0,0,100,100,0,100,100,75,100,0,100,100,0,0,100,100,30.0,59.0,0,0,0,0,0,0,0.0,28.000000000000004,75.0,75.0,88.0,16.0,100.0,75.0,100.0,100.0,100.0,88.0,81.0,100,0,0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,30.0
165,100,75,65,100,100,100,50,100,100,0,100,100,75,100,0,100,100,100,100,100,0,2.0,23.0,0,0,0,0,0,0,99.0,0.0,100.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,100.0,100.0,27.0,100,0,0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,67.0
166,20,75,0,20,100,0,0,100,35,0,100,0,35,100,100,100,20,0,0,100,100,100.0,100.0,100,100,0,0,0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,11.0
167,0,65,65,0,100,50,0,50,35,0,100,0,100,100,0,100,75,0,0,100,0,2.0,18.0,0,0,0,0,0,0,90.0,4.0,57.99999999999999,67.0,48.0,25.0,88.0,41.0,33.0,36.0,100.0,100.0,78.0,0,0,100,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,50.0
168,100,75,100,100,100,50,0,100,75,0,100,0,100,100,0,100,100,0,0,100,100,34.0,74.0,100,100,0,0,0,0,25.0,92.0,6.0,100.0,100.0,57.99999999999999,100.0,46.0,100.0,100.0,100.0,100.0,98.0,100,0,100,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,79.0
169,100,75,0,0,100,0,0,100,35,0,100,35,75,100,0,100,100,0,0,100,0,0.0,6.0,0,0,0,100,0,0,47.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0,0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,40.0
170,75,75,0,35,100,0,0,100,35,0,100,0,75,100,0,35,20,0,0,100,0,96.0,100.0,0,100,0,0,0,0,100.0,47.0,100.0,100.0,100.0,67.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0
171,0,75,65,20,100,0,0,100,20,0,100,0,100,100,0,100,20,50,0,100,0,42.0,74.0,0,0,0,0,0,0,98.0,75.0,88.0,88.0,69.0,30.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,17.0
172,0,0,75,20,100,75,100,100,65,0,100,0,35,100,0,100,75,0,0,100,0,84.0,95.0,0,100,0,100,0,0,100.0,0.0,100.0,100.0,0.0,8.0,100.0,75.0,0.0,36.0,100.0,100.0,88.0,100,0,0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,76.0
173,35,75,65,0,100,0,0,100,35,0,100,100,75,100,0,100,75,50,100,100,100,62.0,91.0,100,100,0,0,0,0,98.0,96.0,100.0,100.0,45.0,39.0,45.0,14.000000000000002,100.0,100.0,100.0,100.0,95.0,100,0,100,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,45.0
174,100,75,100,100,100,50,75,100,75,0,100,20,75,100,0,100,100,0,100,100,0,11.0,34.0,0,0,0,0,0,0,94.0,11.0,44.0,33.0,45.0,28.000000000000004,79.0,38.0,100.0,81.0,100.0,88.0,98.0,0,0,0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,8.0
175,35,75,0,0,100,0,0,100,20,0,100,100,75,100,0,35,20,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0
176,75,75,100,100,100,100,50,100,100,0,100,35,100,100,0,100,100,0,100,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,33.0
177,100,75,0,20,100,0,0,100,35,0,100,0,35,100,0,100,0,50,0,0,100,95.0,93.0,100,0,0,100,0,0,100.0,72.0,100.0,100.0,100.0,57.99999999999999,100.0,100.0,88.0,44.0,100.0,100.0,100.0,0,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,61.0
178,0,0,65,35,100,0,0,100,50,0,100,0,35,100,0,100,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,22.0
179,0,0,75,20,100,75,100,100,75,0,100,0,35,100,0,100,75,0,0,0,100,100.0,100.0,100,0,0,0,0,0,67.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,26.0
180,0,75,75,0,100,0,0,100,20,0,100,100,75,100,0,100,75,0,100,100,100,100.0,100.0,100,100,0,0,0,0,100.0,97.0,100.0,100.0,100.0,100.0,84.0,84.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,38.0
181,100,75,50,35,100,0,20,100,75,0,100,35,35,100,0,100,65,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,38.0
182,100,75,0,0,100,0,0,100,0,0,100,0,35,100,0,100,0,0,0,100,0,7.000000000000001,61.0,0,0,0,100,0,0,60.0,90.0,0.0,0.0,42.0,47.0,48.0,0.0,100.0,100.0,100.0,98.0,0.0,100,0,0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,16.0
183,50,0,65,35,100,100,0,100,75,0,100,0,0,100,0,100,100,0,100,0,100,100.0,100.0,100,100,0,0,0,0,96.0,88.0,100.0,100.0,100.0,66.0,100.0,100.0,52.0,78.0,100.0,100.0,100.0,0,0,100,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,26.0
184,0,75,100,100,100,75,100,100,100,0,100,0,100,100,0,100,100,0,100,100,100,99.0,100.0,0,0,0,0,0,0,100.0,26.0,100.0,100.0,88.0,100.0,100.0,100.0,67.0,88.0,100.0,100.0,100.0,100,0,100,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
185,0,0,100,100,100,100,100,100,50,100,100,0,75,100,0,100,100,100,100,100,100,77.0,95.0,100,0,0,0,0,0,0.0,83.0,100.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,98.0
186,0,0,100,100,100,100,100,100,100,0,100,0,100,100,0,100,100,0,100,100,100,99.0,99.0,100,100,0,0,0,0,100.0,96.0,100.0,100.0,75.0,48.0,100.0,100.0,100.0,42.0,100.0,100.0,100.0,100,0,100,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,75.0
187,100,75,100,100,100,100,75,100,75,0,100,0,75,100,0,100,75,0,100,0,100,100.0,100.0,100,100,0,0,0,0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30.0
188,0,75,100,100,100,75,100,100,100,0,100,0,100,100,0,100,100,0,100,100,100,94.0,98.0,100,0,0,0,0,0,33.0,56.00000000000001,100.0,100.0,100.0,67.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100,0,0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
189,0,75,75,35,100,50,0,100,50,0,100,20,35,100,0,100,50,0,100,100,100,99.0,100.0,0,100,0,100,0,0,100.0,80.0,100.0,100.0,59.0,49.0,100.0,83.0,100.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,48.0
190,0,0,50,100,100,50,0,0,75,0,100,0,75,100,0,100,100,0,100,0,100,100.0,100.0,100,0,0,0,0,0,100.0,82.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,48.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,71.0
191,50,75,0,100,100,50,20,50,35,0,100,0,35,0,0,100,35,0,0,0,100,100.0,100.0,100,0,0,0,0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,21.0
192,0,0,100,100,100,100,100,100,100,0,100,0,100,100,0,100,100,0,100,100,100,90.0,98.0,100,0,0,0,0,0,33.0,56.00000000000001,100.0,100.0,100.0,67.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100,0,0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0
193,0,75,100,100,100,75,100,100,100,0,100,0,100,100,0,100,100,0,100,100,0,8.0,34.0,0,0,0,0,0,0,94.0,12.0,40.0,30.0,36.0,23.0,63.0,35.0,100.0,88.0,100.0,70.0,98.0,0,0,0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,63.0
194,0,75,100,100,100,75,100,100,100,0,100,0,100,100,0,100,100,0,100,100,100,100.0,100.0,0,0,0,0,0,0,100.0,26.0,100.0,100.0,88.0,100.0,100.0,100.0,67.0,88.0,100.0,100.0,100.0,100,0,100,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,27.0
195,50,50,35,100,100,50,0,0,75,0,100,0,75,100,0,100,100,0,100,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
196,50,75,0,100,100,50,20,50,35,0,100,35,35,0,0,100,35,0,0,100,100,79.0,96.0,0,100,0,100,0,0,99.0,35.0,100.0,100.0,100.0,36.0,0.0,0.0,100.0,100.0,100.0,100.0,92.0,100,0,100,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,72.0
197,0,0,75,20,100,75,100,100,75,0,100,0,35,100,0,100,75,0,0,100,100,100.0,100.0,100,100,0,0,0,0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,65.0
198,100,75,100,100,100,50,75,100,75,0,100,20,75,100,0,100,100,0,100,0,100,100.0,100.0,100,0,0,0,0,0,100.0,82.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,48.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,66.0
199,35,75,0,0,100,0,0,100,20,0,100,100,75,100,0,35,20,0,0,0,100,1.0,15.0,100,0,0,100,0,0,13.0,9.0,100.0,88.0,50.0,37.0,100.0,46.0,100.0,100.0,100.0,50.0,85.0,100,0,0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0
200,0,0,100,100,100,100,100,100,50,100,100,0,75,100,0,100,100,100,100,100,0,81.0,94.0,0,100,0,100,0,0,100.0,0.0,100.0,100.0,0.0,4.0,100.0,66.0,0.0,35.0,100.0,100.0,88.0,100,0,0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,56.0
201,100,75,50,35,100,0,20,100,75,0,100,35,35,100,0,100,65,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,15.0
202,0,75,75,35,100,50,0,100,50,0,100,20,35,100,0,100,50,0,100,100,0,5.0,56.00000000000001,0,0,0,100,0,0,60.0,91.0,0.0,0.0,32.0,45.0,88.0,0.0,100.0,100.0,100.0,100.0,0.0,100,0,0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,98.0
203,100,75,0,0,100,0,0,100,0,0,100,0,35,100,0,100,0,0,0,100,100,0.0,27.0,0,0,0,100,0,0,14.000000000000002,41.0,100.0,100.0,64.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0
204,50,0,20,35,100,100,0,100,75,0,100,0,0,100,0,100,100,0,100,0,100,100.0,100.0,100,0,0,0,0,0,67.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,71.0
205,0,75,100,100,100,100,50,100,100,0,100,0,100,100,0,100,100,100,100,0,100,100.0,100.0,100,100,0,0,0,0,96.0,88.0,100.0,100.0,100.0,66.0,100.0,95.0,52.0,63.0,100.0,100.0,100.0,0,0,100,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0
206,0,0,65,35,100,0,0,100,50,0,100,0,35,100,0,100,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0
207,100,75,100,100,100,100,75,100,75,0,100,0,75,100,0,100,75,0,100,100,100,100.0,100.0,0,100,0,100,0,0,100.0,80.0,100.0,100.0,50.0,49.0,100.0,70.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,85.0
208,35,75,75,0,100,0,0,100,35,0,100,100,75,100,0,100,75,50,100,0,100,100.0,100.0,100,100,0,0,0,0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,70.0
209,0,0,75,20,100,75,100,100,65,0,100,0,35,100,0,100,75,0,0,0,100,100.0,100.0,100,0,0,0,0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,100,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,81.0
210,0,75,65,0,100,0,0,100,20,50,100,100,75,100,0,100,75,0,100,0,100,92.0,91.0,100,0,0,100,0,0,100.0,63.0,100.0,100.0,100.0,41.0,100.0,100.0,93.0,56.99999999999999,100.0,100.0,100.0,0,0,100,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,35.0
211,100,75,0,20,100,0,0,100,35,0,100,0,35,100,0,100,0,50,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,78.0
212,0,75,35,35,100,20,0,100,20,0,100,0,100,100,0,100,50,75,0,100,100,55.00000000000001,85.0,0,100,0,100,0,0,35.0,16.0,100.0,100.0,49.0,33.0,100.0,56.00000000000001,100.0,100.0,100.0,100.0,100.0,100,0,0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,57.0
213,0,75,20,0,100,75,0,100,75,0,100,0,100,100,0,100,75,0,0,0,0,99.0,100.0,100,100,0,0,0,0,98.0,36.0,100.0,100.0,81.0,100.0,100.0,81.0,100.0,50.0,100.0,100.0,100.0,0,0,100,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,33.0
214,100,75,75,35,100,100,20,0,100,0,100,100,100,100,0,100,100,0,100,100,100,75.0,93.0,100,0,0,0,0,0,0.0,83.0,100.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0
215,50,75,0,0,100,0,0,50,0,0,100,0,0,100,0,35,20,0,0,100,100,0.0,3.0,0,0,0,100,0,0,22.0,6.0,88.0,0.0,46.0,0.0,88.0,41.0,45.0,100.0,100.0,100.0,14.000000000000002,0,0,0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,48.0
216,0,0,100,100,100,100,100,50,100,0,100,0,100,100,0,100,100,0,100,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,60.0
217,35,75,0,0,100,0,0,100,0,0,100,0,0,100,0,100,35,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,14.0
218,75,75,0,0,100,0,0,50,20,0,100,35,75,100,0,100,35,0,0,100,100,99.0,100.0,0,0,0,100,0,0,100.0,2.0,100.0,100.0,75.0,100.0,28.999999999999996,16.0,100.0,46.0,100.0,100.0,100.0,0,0,100,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,88.0
219,75,75,0,0,100,0,0,100,35,0,100,0,75,100,0,100,65,0,0,100,100,0.0,2.0,0,0,0,100,0,0,56.00000000000001,2.0,100.0,85.0,35.0,8.0,100.0,64.0,64.0,100.0,100.0,64.0,78.0,0,0,100,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,29.0
220,75,75,0,20,100,0,0,100,35,0,100,0,75,100,0,100,0,0,0,100,0,41.0,68.0,0,100,0,100,0,0,96.0,56.99999999999999,100.0,100.0,75.0,41.0,100.0,100.0,100.0,100.0,100.0,88.0,100.0,0,0,0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,93.0
221,0,0,75,35,100,75,0,50,75,0,100,0,75,100,0,100,100,0,100,100,100,3.0,69.0,0,0,0,100,0,0,6.0,4.0,0.0,78.0,100.0,41.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0,0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,53.0
222,0,75,75,100,100,75,75,100,100,0,100,100,75,100,0,100,100,0,100,100,100,99.0,99.0,0,100,0,0,0,0,100.0,14.000000000000002,100.0,100.0,100.0,74.0,100.0,88.0,100.0,100.0,57.99999999999999,100.0,100.0,100,0,100,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,48.0
223,20,65,0,0,0,0,0,100,0,0,100,0,100,100,0,100,0,0,0,0,100,67.0,81.0,0,0,0,100,0,0,100.0,5.0,78.0,100.0,100.0,100.0,100.0,35.0,100.0,88.0,100.0,100.0,100.0,100,0,0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,35.0
224,0,75,0,35,100,0,0,100,20,0,100,0,0,100,0,100,65,0,0,100,100,15.0,41.0,0,0,0,0,0,0,93.0,27.0,100.0,43.0,45.0,28.999999999999996,47.0,43.0,100.0,100.0,100.0,88.0,98.0,100,0,0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,30.0
225,20,75,35,100,0,0,0,100,65,0,100,0,100,100,0,100,75,0,0,100,0,3.0,21.0,100,100,0,0,0,0,0.0,1.0,100.0,18.0,48.0,31.0,43.0,31.0,100.0,100.0,100.0,100.0,98.0,100,0,100,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,18.0
226,50,75,0,0,100,0,0,0,20,0,100,0,75,100,100,100,20,0,0,100,100,7.000000000000001,34.0,0,0,0,100,0,0,83.0,1.0,42.0,23.0,91.0,40.0,23.0,0.0,79.0,74.0,100.0,87.0,92.0,0,0,0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0
227,35,75,50,100,100,100,0,100,65,0,100,0,35,100,0,100,65,0,100,100,100,0.0,0.0,0,0,0,100,0,0,0.0,4.0,100.0,100.0,75.0,0.0,100.0,45.0,97.0,100.0,100.0,93.0,6.0,0,0,100,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,68.0
228,0,65,0,0,100,0,0,100,20,0,100,0,0,100,0,100,35,0,0,100,100,6.0,36.0,0,0,0,0,0,0,53.0,22.0,0.0,53.0,83.0,25.0,75.0,45.0,56.99999999999999,100.0,100.0,100.0,15.0,100,0,100,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,10.0
229,35,75,0,0,100,50,0,100,20,0,100,100,100,100,0,100,75,0,0,100,100,0.0,26.0,0,0,0,100,0,0,32.0,2.0,0.0,79.0,36.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,19.0,100,0,100,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,43.0
230,50,75,0,0,0,20,0,100,0,0,100,35,100,100,0,100,75,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,48.0
231,0,0,100,100,100,100,100,50,100,0,100,0,100,100,0,100,100,0,100,100,100,99.0,99.0,100,100,0,0,0,0,100.0,96.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,42.0,100.0,100.0,100.0,100,0,100,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0
232,35,75,0,0,100,100,0,100,20,0,100,0,75,100,0,100,35,0,0,100,100,34.0,66.0,0,0,0,100,0,0,99.0,62.0,100.0,28.999999999999996,60.0,1.0,43.0,16.0,100.0,100.0,100.0,100.0,50.0,100,0,100,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,22.0
233,0,75,0,0,100,0,0,100,35,0,100,0,35,100,0,100,65,0,0,100,100,1.0,14.000000000000002,0,0,0,100,0,0,0.0,11.0,100.0,100.0,83.0,39.0,100.0,100.0,100.0,100.0,100.0,84.0,99.0,100,0,100,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,24.0
