,addExpiresOrCacheControlHeaders,compressHttp,domainsNumber,dontResizeImageInBrowser,emptySrcTag,externalizeCss,externalizeJs,httpError,httpRequests,jsValidate,maxCookiesLength,minifiedJs,noRedirect,plugins,printStyleSheet,socialNetworkButton,styleSheets,useETags,useStandardTypefaces,viewport,serverResponseTime,mainthreadWorkBreakdown,bootupTime,fontDisplay,thirdPartySummary,thirdPartyFacades,lcpLazyLoaded,longTasks,nonCompositedAnimations,domSize,usesLongCacheTtl,usesResponsiveImages,offscreenImages,unusedCssRules,unusedJavascript,usesOptimizedImages,modernImageFormats,usesTextCompression,usesHttp2,efficientAnimatedContent,legacyJavascript,totalByteWeight,noDocumentWrite,layoutShiftElements,usesPassiveEventListeners
132,0,75,0,0,100,0,0,100,0,0,100,0,0,100,0,35,0,0,0,100,100,35,71,0,0,0,100,0,0,90,20,100,34,49,29,45,0,87,100,100,87,84,100,0,100
133,0,65,0,0,100,0,0,100,20,0,100,0,100,100,0,35,0,0,0,100,100,2,19,0,0,0,100,0,0,89,19,88,57,62,32,100,72,100,93,100,93,97,0,0,0
134,75,75,0,0,100,0,0,100,35,0,100,35,100,100,0,100,65,0,0,100,100,0,100,0,100,0,100,0,0,56,41,48,100,87,46,100,87,100,100,100,100,99,100,0,100
135,50,75,0,20,100,0,0,100,35,0,100,100,100,100,0,100,65,0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,48,0,2,0,100,97,100,100,0,0,0,0
136,0,75,0,20,100,50,0,100,50,0,100,35,100,100,0,100,100,0,0,100,100,5,40,0,0,0,100,0,0,39,50,100,9,45,27,0,0,100,100,100,87,0,100,0,0
137,50,75,0,0,100,0,0,100,35,0,100,0,100,100,0,100,0,0,0,100,0,24,57,100,100,0,100,0,0,12,6,44,100,100,34,87,0,92,100,100,100,56,0,0,0
138,0,75,100,100,100,100,50,50,100,0,100,0,100,100,0,100,100,0,100,100,100,63,97,100,100,0,100,0,0,39,96,100,100,100,66,73,49,100,100,100,100,100,100,0,100
139,0,0,0,0,100,0,0,100,20,0,100,0,35,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,100,75,20,100,100,0,0,100,20,0,100,100,100,100,0,100,75,75,0,100,0,57,87,0,100,0,0,0,0,98,43,100,100,73,40,63,35,100,100,100,100,99,100,0,100
141,50,75,0,0,100,0,0,100,35,0,100,0,100,100,0,100,65,0,0,100,100,64,98,0,100,0,0,0,0,96,95,75,100,59,48,100,88,100,100,100,100,100,100,0,100
142,50,75,0,0,100,0,0,100,20,0,100,100,0,100,0,100,20,0,0,100,0,10,31,0,0,0,100,0,0,86,77,100,100,75,50,100,88,100,100,100,100,100,0,0,100
143,100,75,20,35,100,0,0,100,35,0,100,0,100,100,0,100,0,0,0,100,100,82,93,0,100,0,100,0,0,80,49,100,100,100,37,100,75,100,100,100,100,100,100,0,100
144,75,75,0,0,100,0,0,0,0,0,100,0,100,100,0,0,35,0,0,100,100,99,100,100,100,0,100,0,0,36,100,100,100,100,100,100,36,100,100,100,100,100,100,0,100
145,75,75,0,0,100,0,0,100,20,0,100,0,0,100,0,35,0,0,0,100,100,100,100,100,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
146,0,75,100,100,100,75,75,100,100,50,100,0,100,100,0,100,100,0,100,100,100,22,86,100,100,0,0,0,0,4,48,48,100,88,17,100,100,100,100,100,100,100,100,0,100
147,50,75,0,0,100,0,0,100,20,0,100,0,75,100,0,100,50,50,0,100,100,66,85,0,0,0,100,0,0,100,24,0,100,67,41,100,4,100,100,100,100,55,100,0,0
148,100,75,50,0,100,0,0,100,20,0,100,0,100,100,100,100,0,75,0,100,100,22,67,0,0,0,100,0,0,95,0,0,79,88,9,0,0,100,92,100,100,0,0,0,100
149,0,75,65,100,100,50,75,100,100,0,100,100,75,100,0,100,100,0,100,100,100,21,53,0,0,0,100,0,0,100,33,100,100,100,44,64,34,73,100,100,100,94,100,0,0
150,0,65,100,100,100,100,100,50,100,50,100,100,100,100,0,100,100,0,100,100,100,82,88,0,100,0,0,0,0,100,42,58,100,74,25,100,48,100,100,100,88,100,100,0,0
151,20,20,0,100,100,0,0,100,0,0,100,0,0,100,0,20,0,0,0,100,100,99,98,100,100,0,0,0,0,100,100,100,100,100,41,100,100,100,100,100,100,100,100,0,100
152,75,75,0,0,100,0,0,0,20,0,100,0,100,100,0,35,0,50,0,100,100,71,91,100,100,0,100,0,0,93,48,100,100,88,32,100,100,100,100,100,88,100,100,0,100
153,75,75,0,0,100,0,0,0,0,0,100,0,75,100,0,35,0,0,0,100,100,46,87,0,100,0,100,0,0,94,51,39,100,62,9,34,0,71,14,100,100,81,100,0,0
154,100,75,0,0,100,0,0,0,20,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,75,75,0,0,100,0,0,100,20,0,100,0,35,100,100,100,0,0,0,100,100,72,100,0,100,0,100,0,0,99,0,0,71,71,62,19,0,100,100,100,100,0,100,0,100
156,75,75,0,35,100,0,0,100,35,0,100,0,100,100,0,100,20,0,0,100,100,3,37,0,0,0,100,0,0,84,0,28,0,44,35,0,0,100,100,100,100,2,100,0,0
157,75,75,0,0,100,20,0,100,35,0,100,0,100,100,0,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,75,75,0,100,100,0,0,0,0,0,100,0,0,100,0,20,35,50,0,100,100,99,99,100,100,0,0,0,0,100,100,100,100,100,67,100,100,100,100,100,100,100,100,0,100
159,50,75,0,0,100,0,0,100,20,0,100,0,100,100,0,100,0,0,0,100,100,51,83,100,100,0,100,0,0,95,25,32,100,100,38,62,36,100,100,100,100,98,0,0,100
160,100,75,35,0,100,0,0,100,65,0,100,100,100,100,0,100,75,0,100,100,100,73,89,100,100,0,0,0,0,86,46,44,100,74,50,87,46,100,100,100,100,98,100,0,100
161,50,75,0,0,100,0,0,100,35,0,100,100,100,100,0,100,35,0,0,100,100,37,59,0,0,0,100,0,0,69,35,100,100,100,47,78,78,100,100,100,100,100,0,0,100
162,75,75,50,0,100,50,75,0,35,0,100,0,100,100,0,100,35,0,0,100,100,17,51,0,0,0,0,0,0,81,17,100,100,100,16,100,58,74,100,100,100,100,100,0,0
163,20,65,0,0,100,0,0,100,35,0,100,20,35,100,0,100,35,0,0,100,100,0,100,0,100,0,100,0,0,89,48,36,100,100,50,100,39,100,100,100,100,100,100,0,100
164,100,75,100,100,100,0,0,100,100,0,100,100,75,100,0,100,100,0,0,100,100,30,59,0,0,0,0,0,0,0,28,75,75,88,16,100,75,100,100,100,88,81,100,0,0
165,100,75,65,100,100,100,50,100,100,0,100,100,75,100,0,100,100,100,100,100,0,2,23,0,0,0,0,0,0,99,0,100,0,0,0,65,0,0,0,100,100,27,100,0,0
166,20,75,0,20,100,0,0,100,35,0,100,0,35,100,100,100,20,0,0,100,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
167,0,65,65,0,100,50,0,50,35,0,100,0,100,100,0,100,75,0,0,100,0,2,18,0,0,0,0,0,0,90,4,58,67,48,25,88,41,33,36,100,100,78,0,0,100
168,100,75,100,100,100,50,0,100,75,0,100,0,100,100,0,100,100,0,0,100,100,34,74,100,100,0,0,0,0,25,92,6,100,100,58,100,46,100,100,100,100,98,100,0,100
169,100,75,0,0,100,0,0,100,35,0,100,35,75,100,0,100,100,0,0,100,0,0,6,0,0,0,100,0,0,47,0,100,0,100,0,0,0,100,100,100,100,0,0,0,0
170,75,75,0,35,100,0,0,100,35,0,100,0,75,100,0,35,20,0,0,100,0,96,100,0,100,0,0,0,0,100,47,100,100,100,67,100,100,100,100,100,100,100,100,0,100
171,0,75,65,20,100,0,0,100,20,0,100,0,100,100,0,100,20,50,0,100,0,42,74,0,0,0,0,0,0,98,75,88,88,69,30,100,100,100,100,100,100,100,100,0,100
172,0,0,75,20,100,75,100,100,65,0,100,0,35,100,0,100,75,0,0,100,0,84,95,0,100,0,100,0,0,100,0,100,100,0,8,100,75,0,36,100,100,88,100,0,0
173,35,75,65,0,100,0,0,100,35,0,100,100,75,100,0,100,75,50,100,100,100,62,91,100,100,0,0,0,0,98,96,100,100,45,39,45,14,100,100,100,100,95,100,0,100
174,100,75,100,100,100,50,75,100,75,0,100,20,75,100,0,100,100,0,100,100,0,11,34,0,0,0,0,0,0,94,11,44,33,45,28,79,38,100,81,100,88,98,0,0,0
175,35,75,0,0,100,0,0,100,20,0,100,100,75,100,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,75,75,100,100,100,100,50,100,100,0,100,35,100,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,100,75,0,20,100,0,0,100,35,0,100,0,35,100,0,100,0,50,0,0,100,95,93,100,0,0,100,0,0,100,72,100,100,100,58,100,100,88,44,100,100,100,0,0,100
178,0,0,65,35,100,0,0,100,50,0,100,0,35,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,75,20,100,75,100,100,75,0,100,0,35,100,0,100,75,0,0,0,100,100,100,100,0,0,0,0,0,67,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
180,0,75,75,0,100,0,0,100,20,0,100,100,75,100,0,100,75,0,100,100,100,100,100,100,100,0,0,0,0,100,97,100,100,100,100,84,84,100,100,100,100,100,100,0,100
181,100,75,50,35,100,0,20,100,75,0,100,35,35,100,0,100,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,100,75,0,0,100,0,0,100,0,0,100,0,35,100,0,100,0,0,0,100,0,7,61,0,0,0,100,0,0,60,90,0,0,42,47,48,0,100,100,100,98,0,100,0,0
183,50,0,65,35,100,100,0,100,75,0,100,0,0,100,0,100,100,0,100,0,100,100,100,100,100,0,0,0,0,96,88,100,100,100,66,100,100,52,78,100,100,100,0,0,100
184,0,75,100,100,100,75,100,100,100,0,100,0,100,100,0,100,100,0,100,100,100,99,100,0,0,0,0,0,0,100,26,100,100,88,100,100,100,67,88,100,100,100,100,0,100
185,0,0,100,100,100,100,100,100,50,100,100,0,75,100,0,100,100,100,100,100,100,77,95,100,0,0,0,0,0,0,83,100,100,100,88,100,100,100,100,100,100,100,100,0,0
186,0,0,100,100,100,100,100,100,100,0,100,0,100,100,0,100,100,0,100,100,100,99,99,100,100,0,0,0,0,100,96,100,100,75,48,100,100,100,42,100,100,100,100,0,100
187,100,75,100,100,100,100,75,100,75,0,100,0,75,100,0,100,75,0,100,0,100,100,100,100,100,0,0,0,0,100,95,100,100,100,100,100,100,100,100,100,100,100,100,0,100
188,0,75,100,100,100,75,100,100,100,0,100,0,100,100,0,100,100,0,100,100,100,94,98,100,0,0,0,0,0,33,56,100,100,100,67,100,75,100,100,100,100,100,100,0,0
189,0,75,75,35,100,50,0,100,50,0,100,20,35,100,0,100,50,0,100,100,100,99,100,0,100,0,100,0,0,100,80,100,100,59,49,100,83,100,100,100,100,100,100,0,100
190,0,0,50,100,100,50,0,0,75,0,100,0,75,100,0,100,100,0,100,0,100,100,100,100,0,0,0,0,0,100,82,100,100,100,100,100,100,88,48,100,100,100,100,0,100
191,50,75,0,100,100,50,20,50,35,0,100,0,35,0,0,100,35,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
192,0,0,100,100,100,100,100,100,100,0,100,0,100,100,0,100,100,0,100,100,100,90,98,100,0,0,0,0,0,33,56,100,100,100,67,100,75,100,100,100,100,100,100,0,0
193,0,75,100,100,100,75,100,100,100,0,100,0,100,100,0,100,100,0,100,100,0,8,34,0,0,0,0,0,0,94,12,40,30,36,23,63,35,100,88,100,70,98,0,0,0
194,0,75,100,100,100,75,100,100,100,0,100,0,100,100,0,100,100,0,100,100,100,100,100,0,0,0,0,0,0,100,26,100,100,88,100,100,100,67,88,100,100,100,100,0,100
195,50,50,35,100,100,50,0,0,75,0,100,0,75,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,50,75,0,100,100,50,20,50,35,0,100,35,35,0,0,100,35,0,0,100,100,79,96,0,100,0,100,0,0,99,35,100,100,100,36,0,0,100,100,100,100,92,100,0,100
197,0,0,75,20,100,75,100,100,75,0,100,0,35,100,0,100,75,0,0,100,100,100,100,100,100,0,0,0,0,100,97,100,100,100,100,100,100,100,100,100,100,100,100,0,100
198,100,75,100,100,100,50,75,100,75,0,100,20,75,100,0,100,100,0,100,0,100,100,100,100,0,0,0,0,0,100,82,100,100,100,100,100,100,88,48,100,100,100,100,0,100
199,35,75,0,0,100,0,0,100,20,0,100,100,75,100,0,35,20,0,0,0,100,1,15,100,0,0,100,0,0,13,9,100,88,50,37,100,46,100,100,100,50,85,100,0,0
200,0,0,100,100,100,100,100,100,50,100,100,0,75,100,0,100,100,100,100,100,0,81,94,0,100,0,100,0,0,100,0,100,100,0,4,100,66,0,35,100,100,88,100,0,0
201,100,75,50,35,100,0,20,100,75,0,100,35,35,100,0,100,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,75,75,35,100,50,0,100,50,0,100,20,35,100,0,100,50,0,100,100,0,5,56,0,0,0,100,0,0,60,91,0,0,32,45,88,0,100,100,100,100,0,100,0,0
203,100,75,0,0,100,0,0,100,0,0,100,0,35,100,0,100,0,0,0,100,100,0,27,0,0,0,100,0,0,14,41,100,100,64,87,100,100,100,100,100,100,100,100,0,100
204,50,0,20,35,100,100,0,100,75,0,100,0,0,100,0,100,100,0,100,0,100,100,100,100,0,0,0,0,0,67,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
205,0,75,100,100,100,100,50,100,100,0,100,0,100,100,0,100,100,100,100,0,100,100,100,100,100,0,0,0,0,96,88,100,100,100,66,100,95,52,63,100,100,100,0,0,100
206,0,0,65,35,100,0,0,100,50,0,100,0,35,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,100,75,100,100,100,100,75,100,75,0,100,0,75,100,0,100,75,0,100,100,100,100,100,0,100,0,100,0,0,100,80,100,100,50,49,100,70,100,100,100,100,100,100,0,100
208,35,75,75,0,100,0,0,100,35,0,100,100,75,100,0,100,75,50,100,0,100,100,100,100,100,0,0,0,0,100,95,100,100,100,100,100,100,100,100,100,100,100,100,0,100
209,0,0,75,20,100,75,100,100,65,0,100,0,35,100,0,100,75,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
210,0,75,65,0,100,0,0,100,20,50,100,100,75,100,0,100,75,0,100,0,100,92,91,100,0,0,100,0,0,100,63,100,100,100,41,100,100,93,57,100,100,100,0,0,100
211,100,75,0,20,100,0,0,100,35,0,100,0,35,100,0,100,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,75,35,35,100,20,0,100,20,0,100,0,100,100,0,100,50,75,0,100,100,55,85,0,100,0,100,0,0,35,16,100,100,49,33,100,56,100,100,100,100,100,100,0,0
213,0,75,20,0,100,75,0,100,75,0,100,0,100,100,0,100,75,0,0,0,0,99,100,100,100,0,0,0,0,98,36,100,100,81,100,100,81,100,50,100,100,100,0,0,100
214,100,75,75,35,100,100,20,0,100,0,100,100,100,100,0,100,100,0,100,100,100,75,93,100,0,0,0,0,0,0,83,100,100,100,88,100,100,100,100,100,100,100,100,0,0
215,50,75,0,0,100,0,0,50,0,0,100,0,0,100,0,35,20,0,0,100,100,0,3,0,0,0,100,0,0,22,6,88,0,46,0,88,41,45,100,100,100,14,0,0,0
216,0,0,100,100,100,100,100,50,100,0,100,0,100,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,35,75,0,0,100,0,0,100,0,0,100,0,0,100,0,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,75,75,0,0,100,0,0,50,20,0,100,35,75,100,0,100,35,0,0,100,100,99,100,0,0,0,100,0,0,100,2,100,100,75,100,29,16,100,46,100,100,100,0,0,100
219,75,75,0,0,100,0,0,100,35,0,100,0,75,100,0,100,65,0,0,100,100,0,2,0,0,0,100,0,0,56,2,100,85,35,8,100,64,64,100,100,64,78,0,0,100
220,75,75,0,20,100,0,0,100,35,0,100,0,75,100,0,100,0,0,0,100,0,41,68,0,100,0,100,0,0,96,57,100,100,75,41,100,100,100,100,100,88,100,0,0,0
221,0,0,75,35,100,75,0,50,75,0,100,0,75,100,0,100,100,0,100,100,100,3,69,0,0,0,100,0,0,6,4,0,78,100,41,0,0,100,100,100,100,0,0,0,0
222,0,75,75,100,100,75,75,100,100,0,100,100,75,100,0,100,100,0,100,100,100,99,99,0,100,0,0,0,0,100,14,100,100,100,74,100,88,100,100,58,100,100,100,0,100
223,20,65,0,0,0,0,0,100,0,0,100,0,100,100,0,100,0,0,0,0,100,67,81,0,0,0,100,0,0,100,5,78,100,100,100,100,35,100,88,100,100,100,100,0,0
224,0,75,0,35,100,0,0,100,20,0,100,0,0,100,0,100,65,0,0,100,100,15,41,0,0,0,0,0,0,93,27,100,43,45,29,47,43,100,100,100,88,98,100,0,0
225,20,75,35,100,0,0,0,100,65,0,100,0,100,100,0,100,75,0,0,100,0,3,21,100,100,0,0,0,0,0,1,100,18,48,31,43,31,100,100,100,100,98,100,0,100
226,50,75,0,0,100,0,0,0,20,0,100,0,75,100,100,100,20,0,0,100,100,7,34,0,0,0,100,0,0,83,1,42,23,91,40,23,0,79,74,100,87,92,0,0,0
227,35,75,50,100,100,100,0,100,65,0,100,0,35,100,0,100,65,0,100,100,100,0,0,0,0,0,100,0,0,0,4,100,100,75,0,100,45,97,100,100,93,6,0,0,100
228,0,65,0,0,100,0,0,100,20,0,100,0,0,100,0,100,35,0,0,100,100,6,36,0,0,0,0,0,0,53,22,0,53,83,25,75,45,57,100,100,100,15,100,0,100
229,35,75,0,0,100,50,0,100,20,0,100,100,100,100,0,100,75,0,0,100,100,0,26,0,0,0,100,0,0,32,2,0,79,36,0,100,100,100,100,100,100,19,100,0,100
230,50,75,0,0,0,20,0,100,0,0,100,35,100,100,0,100,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,100,100,100,100,100,50,100,0,100,0,100,100,0,100,100,0,100,100,100,99,99,100,100,0,0,0,0,100,96,100,100,100,75,100,100,100,42,100,100,100,100,0,100
232,35,75,0,0,100,100,0,100,20,0,100,0,75,100,0,100,35,0,0,100,100,34,66,0,0,0,100,0,0,99,62,100,29,60,1,43,16,100,100,100,100,50,100,0,100
233,0,75,0,0,100,0,0,100,35,0,100,0,35,100,0,100,65,0,0,100,100,1,14,0,0,0,100,0,0,0,11,100,100,83,39,100,100,100,100,100,84,99,100,0,100
234,100,75,0,35,100,0,0,100,20,0,100,0,35,100,0,100,20,0,0,100,100,10,53,100,0,0,100,0,0,0,35,0,36,75,31,100,88,100,100,100,100,83,100,0,100
235,100,75,0,0,100,0,0,100,35,0,100,0,100,100,0,100,35,0,0,100,100,11,46,0,0,0,100,0,0,14,0,88,75,46,29,0,0,100,100,100,88,10,100,0,100
236,20,75,0,0,0,0,0,50,20,0,100,0,75,100,0,100,50,0,0,100,0,11,45,100,0,0,100,0,0,8,10,100,100,49,14,62,62,100,100,100,49,31,100,0,0
237,0,75,0,35,100,0,0,100,35,0,100,0,35,100,0,100,35,0,0,100,0,16,43,0,0,0,100,0,0,76,16,100,100,67,34,100,91,100,100,100,88,100,100,0,0
238,75,75,0,0,100,50,0,100,20,0,100,0,100,100,0,100,0,50,0,100,100,10,43,100,0,0,0,0,0,100,35,100,100,100,26,0,0,100,100,100,100,99,0,0,0
239,0,75,0,100,100,0,0,100,35,0,100,0,75,100,0,100,100,0,0,100,0,16,63,0,0,0,100,0,0,98,11,88,88,38,45,0,0,100,100,100,100,24,100,0,0
240,0,75,100,100,100,100,100,50,65,0,100,0,100,100,0,100,35,100,100,100,100,71,92,100,100,0,0,0,0,98,96,100,100,47,36,44,13,100,100,100,100,95,100,0,100
241,0,75,0,0,100,0,0,100,0,0,100,0,100,100,0,100,0,0,0,100,100,6,86,0,100,0,100,0,0,10,60,88,100,58,41,100,100,100,100,100,87,100,100,0,100
242,75,75,0,0,100,0,0,100,20,0,100,0,75,100,0,100,0,50,0,100,0,16,41,0,0,0,100,0,0,0,41,0,57,57,29,100,32,100,100,100,87,32,100,0,0
243,0,75,20,100,100,50,0,0,65,0,100,35,75,100,100,35,65,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,75,0,20,100,0,0,100,50,0,100,0,75,100,0,100,75,0,0,100,100,18,84,100,0,0,100,0,0,54,36,74,100,100,35,100,100,100,100,100,100,100,0,0,0
245,50,75,0,100,100,0,0,100,20,0,100,0,75,100,0,35,0,0,100,100,100,30,57,0,0,0,100,0,0,86,34,32,100,67,33,100,67,100,100,100,100,97,100,0,0
246,50,65,0,0,100,0,0,0,0,0,100,0,35,100,0,100,0,0,0,100,0,99,98,100,100,0,100,0,0,100,88,100,100,100,88,100,100,100,59,100,100,100,0,0,100
247,0,0,75,100,100,100,100,50,100,0,100,0,35,100,0,100,100,0,100,0,100,100,100,100,0,0,0,0,0,100,48,100,100,100,100,100,100,100,58,100,100,100,100,0,100
248,0,75,100,100,100,100,75,100,65,0,100,0,100,100,0,100,100,100,100,100,100,96,99,0,100,0,0,0,0,100,82,100,100,67,58,100,72,100,100,100,100,100,100,0,100
249,20,75,0,0,100,20,0,100,20,0,100,0,0,100,0,100,0,0,0,100,100,51,74,0,100,0,100,0,0,100,29,100,100,100,45,100,100,100,100,100,100,100,100,0,0
250,50,75,0,0,100,0,0,50,20,0,100,35,0,100,0,100,0,0,0,100,100,100,100,0,100,0,100,0,0,100,13,100,100,100,100,100,75,100,45,100,100,100,100,0,100
251,0,75,100,100,100,100,50,0,100,50,100,0,100,100,0,100,100,0,100,0,100,98,97,100,0,0,0,0,0,100,75,100,100,100,100,100,100,100,100,100,100,100,0,0,100
252,100,75,35,0,100,50,0,100,35,0,100,0,35,100,0,100,20,0,0,100,0,76,84,0,0,0,100,0,0,100,4,100,46,73,36,100,23,73,19,100,100,100,100,0,0
253,50,75,0,35,100,75,0,100,75,0,100,0,0,100,0,100,100,0,100,100,0,80,98,0,100,0,0,0,0,40,2,100,100,75,47,100,16,100,100,100,100,95,100,0,0
254,75,75,0,35,0,0,0,0,20,0,100,35,75,100,0,35,0,0,0,100,100,49,74,0,0,0,100,0,0,96,17,74,57,41,26,100,50,100,22,100,100,92,100,0,0
255,0,75,20,100,100,0,0,100,35,0,100,100,75,100,0,100,100,0,0,100,100,19,45,100,0,0,100,0,0,91,2,13,70,94,34,15,0,100,100,100,100,90,0,0,100
256,100,75,20,0,100,0,0,100,35,0,100,0,35,100,0,100,0,0,0,100,100,14,51,0,0,0,100,0,0,100,0,100,100,66,0,0,0,100,100,100,100,28,0,0,0
257,0,0,100,100,100,100,100,50,100,100,100,0,100,100,0,100,100,0,100,100,0,79,89,0,100,0,0,0,0,97,42,78,100,69,41,100,100,40,71,100,100,100,100,0,100
258,75,75,35,0,100,0,0,0,0,0,100,0,0,100,0,100,0,0,0,100,100,28,81,0,100,0,100,0,0,76,20,0,100,37,37,87,0,100,100,100,100,75,100,0,0
259,0,75,0,0,100,0,0,100,35,0,100,0,35,100,0,100,35,0,0,100,100,1,37,0,100,0,100,0,0,89,90,45,100,100,75,75,48,100,0,100,100,100,100,0,0
260,75,75,0,0,100,0,0,100,35,0,100,0,75,100,0,35,0,0,0,100,100,7,32,0,0,0,0,0,0,99,27,0,100,65,36,22,0,100,100,100,100,4,100,0,100
261,0,75,0,0,100,75,50,100,20,0,100,20,0,100,100,100,0,0,0,100,100,42,85,0,100,0,0,0,0,74,94,100,50,46,49,100,43,100,100,100,100,100,100,0,0
262,0,75,100,100,100,75,0,100,35,0,100,35,75,100,0,100,20,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,75,50,100,100,20,20,50,75,0,100,0,75,100,0,100,65,0,0,0,100,100,100,100,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100
264,100,75,65,35,100,0,0,50,35,0,100,0,75,100,0,100,20,0,0,0,0,55,73,100,0,0,100,0,0,100,44,100,71,100,44,100,71,100,100,100,100,100,100,0,100
265,0,75,20,35,100,50,20,100,75,0,100,0,75,100,0,100,35,0,0,0,100,100,100,100,0,0,100,0,0,100,48,100,100,100,100,100,100,88,46,100,100,100,100,0,100
266,20,75,0,0,100,20,0,100,20,0,100,0,0,100,0,100,0,0,0,100,100,100,100,100,100,0,0,0,0,100,68,100,100,100,100,100,52,100,100,100,100,100,0,0,100
267,0,75,100,100,100,100,50,0,100,0,100,20,100,100,0,100,100,0,100,100,100,34,79,0,100,0,0,0,0,74,94,100,62,43,49,100,43,100,100,100,100,100,100,0,0
268,0,75,35,0,100,0,0,100,35,0,100,20,75,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,75,75,35,100,100,50,100,100,0,100,0,75,100,0,100,100,0,100,0,100,100,100,0,100,0,100,0,0,100,26,100,100,100,100,49,49,100,100,100,100,100,0,0,100
270,0,75,75,100,100,20,0,100,50,0,100,0,75,100,100,100,35,75,100,100,0,0,57,0,0,0,100,0,0,12,21,7,36,54,35,48,0,74,48,100,100,82,100,0,0
271,50,75,0,0,100,0,0,50,20,0,100,35,35,100,0,100,0,0,0,100,100,49,93,0,100,0,100,0,0,85,100,78,100,85,67,100,47,100,100,100,100,100,100,0,100
272,75,75,0,0,100,0,0,100,35,0,100,0,75,100,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,50,75,0,100,100,20,0,100,35,0,100,0,75,100,0,100,20,0,0,100,100,100,100,100,100,0,100,0,0,100,8,32,100,88,75,24,1,100,45,100,100,100,100,0,100
274,100,75,35,0,100,0,0,100,20,0,100,0,35,100,0,100,0,0,0,100,0,69,98,100,100,0,0,0,0,100,23,100,100,40,53,26,0,81,100,100,100,84,100,0,0
275,20,75,20,0,100,0,0,100,35,0,100,100,35,100,0,100,100,0,0,100,0,20,71,0,100,0,100,0,0,100,1,100,100,48,26,100,34,100,52,100,75,100,100,0,100
276,0,75,0,0,100,0,0,100,20,0,100,0,35,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0,75,50,100,100,20,20,50,75,0,100,0,75,100,0,100,65,0,0,100,100,96,98,0,100,0,100,0,0,100,20,100,100,100,64,100,59,100,100,100,100,100,100,0,100
278,0,0,100,20,100,100,0,100,50,50,100,0,100,100,0,100,100,100,100,100,0,2,21,0,0,0,0,0,0,99,27,0,100,96,34,26,0,58,100,100,100,4,100,0,100
279,50,65,0,0,100,0,0,100,20,0,100,0,75,100,0,100,0,0,0,0,100,95,95,100,100,0,0,0,0,100,7,100,100,100,35,100,100,100,27,100,100,100,0,0,100
