,urlName,domSize,nbRequest,responsesSize,ecoIndex,grade,performance,accessibility,largestContentfulPaint,cumulativeLayoutShift,firstContentfulPaint,speedIndex,totalBlockingTime,interactive,addExpiresOrCacheControlHeaders,compressHttp,domainsNumber,dontResizeImageInBrowser,emptySrcTag,externalizeCss,externalizeJs,httpError,httpRequests,imageDownloadedNotDisplayed,jsValidate,maxCookiesLength,minifiedCss,minifiedJs,noCookieForStaticRessources,noRedirect,optimizeBitmapImages,optimizeSvg,plugins,printStyleSheet,socialNetworkButton,styleSheets,useETags,useStandardTypefaces,viewport,serverResponseTime,criticalRequestChains,mainthreadWorkBreakdown,bootupTime,usesRelPreload,fontDisplay,networkRtt,networkServerLatency,thirdPartySummary,thirdPartyFacades,lcpLazyLoaded,longTasks,nonCompositedAnimations,preloadLcpImage,usesLongCacheTtl,usesResponsiveImages,offscreenImages,unminifiedCss,unminifiedJavascript,unusedCssRules,unusedJavascript,usesOptimizedImages,modernImageFormats,usesTextCompression,usesHttp2,efficientAnimatedContent,duplicatedJavascript,legacyJavascript,totalByteWeight,noDocumentWrite,redirects,layoutShiftElements,usesPassiveEventListeners
40,https://www.dwwatsontravel.com/,0.0,61,4416,57,C,62,92,0,100,41,67,99,64,50,75,0,35,100,50,0,50,35,100,0,100,0,0,100,0,100,100,100,0,100,35,0,0,100,0,0,1.0,19.0,0,0,0,0,0,0,100,0,0,100,75.0,0.0,44.0,100.0,100.0,27.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,87.0,0.0,100,100.0,0,100
41,http://essentialdownunder.com/,0.0,41,1627,50,D,55,96,0,100,71,37,90,24,100,75,65,0,100,0,0,100,35,50,0,100,100,20,100,75,100,100,100,0,100,100,50,0,100,100,0,0.0,8.0,0,0,0,0,0,0,100,0,0,100,13.0,44.0,0.0,65.0,56.00000000000001,42.0,0.0,87.0,15.0,100.0,100.0,100.0,100.0,100.0,7.000000000000001,0,100.0,0,0
42,https://www.phuket-trips.com/,72.0,32,411,48,D,84,51,52,100,81,96,100,86,0,75,100,0,100,100,0,100,65,100,0,100,0,0,100,100,100,100,100,0,100,100,100,100,0,100,0,99.0,100.0,0,100,0,0,100,0,0,0,0,100,16.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100.0,0,100
43,http://www.golfholidaysintl.com/,86.0,82,2331,25,E,71,57,91,100,72,9,83,6,75,75,0,0,100,0,0,0,35,25,0,100,0,20,100,0,100,100,100,0,35,35,0,0,100,0,0,0.0,4.0,0,0,0,0,0,0,0,0,0,100,0.0,0.0,0.0,100.0,94.0,39.0,0.0,100.0,0.0,45.0,0.0,100.0,100.0,98.0,0.0,0,100.0,0,0
44,http://www.zentravel.gr/,97.0,100,1450,34,E,23,98,6,84,18,3,16,15,100,75,35,0,100,0,0,100,20,50,0,100,0,0,100,75,100,100,100,0,100,35,0,0,100,100,0,0.0,5.0,0,0,0,0,0,0,100,0,0,100,6.0,100.0,100.0,100.0,100.0,50.0,15.0,100.0,67.0,38.0,100.0,100.0,100.0,100.0,95.0,0,100.0,0,100
45,https://circuitosturquia.com/,0.0,135,6616,9,F,30,87,0,100,14,10,37,15,0,65,0,0,100,0,0,50,20,100,0,100,0,0,100,100,100,100,100,0,100,0,0,0,100,0,0,0.0,0.0,0,100,0,0,0,0,100,0,0,100,0.0,5.0,57.99999999999999,87.0,65.0,74.0,35.0,87.0,5.0,100.0,100.0,100.0,100.0,100.0,23.0,0,100.0,0,0
46,https://agavetravelcreative.com/,25.0,11,722,81,A,62,100,11,100,11,66,100,64,0,0,75,100,100,50,0,100,75,100,0,100,0,0,100,100,100,100,100,0,100,75,75,0,100,0,0,19.0,71.0,0,0,0,0,100,0,100,0,0,100,54.0,86.0,100.0,100.0,100.0,43.0,26.0,75.0,0.0,100.0,48.0,100.0,100.0,100.0,7.000000000000001,100,100.0,0,0
47,https://www.oberoihotels.com/hotels-in-jaipur-rajvilas-resort/?utm_source=affred&utm_medium=aff&utm_campaign=gbl-affmkt&_affclk=ttuk:118609::0::118609::143859c9f626eb0724f38065d097d658::::1606071865:902jip,47.0,217,6921,2,G,7,72,0,2,61,1,1,0,50,75,0,0,100,0,0,100,0,0,0,100,0,0,100,0,100,100,100,0,35,0,0,0,100,100,0,36.0,64.0,0,0,0,0,100,0,0,0,0,100,25.0,100.0,88.0,100.0,100.0,78.0,38.0,64.0,35.0,56.99999999999999,54.0,100.0,100.0,100.0,99.0,100,100.0,0,0
48,https://www.jumeirah.com/en/stay/dubai/burj-al-arab-jumeirah,99.0,126,20401,7,F,14,74,0,84,1,2,3,0,0,75,0,0,100,0,0,100,20,50,0,100,0,100,100,100,100,100,100,0,100,35,0,0,100,0,0,16.0,60.0,0,0,0,0,0,0,0,0,0,100,0.0,100.0,0.0,100.0,68.0,73.0,34.0,100.0,0.0,64.0,100.0,100.0,100.0,88.0,14.000000000000002,100,100.0,0,0
49,https://tierrahotels.com/patagonia/,99.0,151,6174,16,F,21,63,0,100,33,0,8,0,50,75,0,0,100,20,0,0,20,100,0,100,100,0,100,0,100,100,100,0,100,0,0,0,100,100,0,97.0,98.0,0,100,0,0,100,0,100,0,0,100,26.0,100.0,100.0,100.0,100.0,88.0,100.0,100.0,57.99999999999999,100.0,98.0,100.0,100.0,100.0,100.0,100,100.0,0,100
50,https://www.hotelcaferoyal.com/,0.0,331,15925,11,F,9,75,11,3,61,0,0,0,50,65,0,0,100,0,0,0,0,50,0,100,0,20,100,0,100,0,100,0,100,0,0,0,100,100,0,17.0,81.0,0,100,0,0,100,0,0,0,0,100,71.0,75.0,88.0,100.0,100.0,43.0,67.0,100.0,48.0,100.0,49.0,100.0,100.0,100.0,100.0,100,100.0,0,100
51,https://www.ritzparis.com/en-GB,56.00000000000001,33,441,60,C,70,91,30,100,28,77,97,81,50,75,65,100,100,0,0,100,65,100,0,100,0,0,100,100,100,100,100,0,100,0,0,100,100,100,0,47.0,80.0,0,0,0,0,0,0,100,0,0,100,1.0,14.000000000000002,0.0,100.0,100.0,86.0,33.0,66.0,22.0,100.0,35.0,100.0,100.0,75.0,92.0,100,100.0,0,100
52,https://www.thehousecollective.com/en/the-middle-house/,90.0,192,13753,7,F,15,79,0,100,2,0,0,0,20,75,0,0,100,0,0,100,0,0,0,100,35,35,100,0,100,100,100,0,35,0,0,0,100,0,0,27.0,61.0,0,0,0,0,0,0,100,0,0,100,42.0,87.0,39.0,100.0,100.0,46.0,35.0,100.0,42.0,87.0,100.0,100.0,100.0,87.0,91.0,100,100.0,0,0
53,https://www.grandhoteltremezzo.com/en/home/,100.0,516,24121,0,G,16,64,0,43,22,6,20,8,75,75,0,0,100,50,0,100,0,0,0,100,0,0,100,0,100,100,100,0,20,0,0,0,100,100,0,17.0,44.0,0,0,0,0,0,0,100,0,0,100,0.0,19.0,100.0,49.0,49.0,0.0,0.0,100.0,24.0,0.0,100.0,100.0,100.0,100.0,16.0,100,100.0,0,0
